Year,Month,Day,Precip_mm,Cin_mgm,ET_mm,Q_mm,Cout_mgm
1951,6,1,0.00,14.92,3.37,0.24,22.57
1951,6,2,7.07,16.49,3.70,0.22,22.81
1951,6,3,0.98,13.32,1.55,0.20,22.60
1951,6,4,0.00,13.87,3.63,0.18,22.65
1951,6,5,0.49,14.62,3.20,0.16,22.91
1951,6,6,0.00,16.82,3.70,0.14,23.10
1951,6,7,0.00,15.76,3.73,0.13,23.37
1951,6,8,0.00,12.11,3.76,0.12,23.64
1951,6,9,0.00,11.43,3.78,0.10,23.92
1951,6,10,12.68,14.75,3.96,0.09,24.21
1951,6,11,16.34,14.53,2.30,0.19,23.58
1951,6,12,0.00,14.22,3.96,0.09,22.63
1951,6,13,1.71,11.97,2.79,0.07,22.90
1951,6,14,14.63,15.56,0.70,0.44,22.98
1951,6,15,4.63,15.50,3.50,0.11,22.10
1951,6,16,0.00,13.83,4.85,0.06,22.04
1951,6,17,0.00,11.10,4.75,0.05,22.35
1951,6,18,0.00,9.08,4.66,0.04,22.66
1951,6,19,0.00,10.91,4.57,0.04,22.97
1951,6,20,0.00,9.77,4.48,0.03,23.29
1951,6,21,0.00,12.18,3.52,0.03,23.61
1951,6,22,0.00,14.26,4.33,0.03,23.86
1951,6,23,46.33,7.77,3.00,5.64,24.19
1951,6,24,3.17,15.92,1.69,0.97,21.66
1951,6,25,4.39,12.50,0.42,0.31,21.63
1951,6,26,0.00,11.49,4.91,0.20,21.41
1951,6,27,6.10,9.24,4.30,0.18,21.71
1951,6,28,0.49,11.36,4.37,0.16,21.62
1951,6,29,14.14,12.58,5.00,0.39,21.86
1951,6,30,3.41,12.26,1.44,0.17,21.34
1951,7,1,11.95,9.45,3.00,1.22,21.23
1951,7,2,0.49,8.22,4.06,0.85,20.80
1951,7,3,0.00,5.24,4.87,0.73,21.04
1951,7,4,0.00,9.83,4.78,0.65,21.37
1951,7,5,10.24,9.74,3.20,0.62,21.69
1951,7,6,6.83,9.04,3.80,0.53,21.31
1951,7,7,0.00,13.68,4.60,0.48,21.17
1951,7,8,0.00,11.68,4.80,0.43,21.46
1951,7,9,0.00,4.08,4.71,0.38,21.77
1951,7,10,0.00,10.79,4.62,0.35,22.09
1951,7,11,0.00,6.78,4.53,0.31,22.40
1951,7,12,9.02,6.48,5.00,0.28,22.72
1951,7,13,4.15,6.34,4.10,0.25,22.47
1951,7,14,0.00,5.87,4.53,0.23,22.49
1951,7,15,0.00,3.72,4.44,0.20,22.80
1951,7,16,0.00,6.51,4.36,0.18,23.11
1951,7,17,30.97,6.42,5.00,1.74,23.43
1951,7,18,0.00,9.40,4.77,0.36,21.84
1951,7,19,1.71,7.31,1.81,0.16,22.16
1951,7,20,0.49,13.69,4.17,0.12,22.18
1951,7,21,0.00,7.64,4.56,0.11,22.42
1951,7,22,0.24,6.48,2.20,0.10,22.72
1951,7,23,0.00,7.79,4.43,0.09,22.86
1951,7,24,0.00,7.49,4.34,0.08,23.17
1951,7,25,0.00,7.19,4.26,0.07,23.47
1951,7,26,0.00,5.91,4.17,0.06,23.78
1951,7,27,0.00,8.73,4.09,0.06,24.09
1951,7,28,25.60,8.66,5.00,0.51,24.41
1951,7,29,0.00,8.07,3.28,0.11,22.96
1951,7,30,0.00,3.97,4.36,0.05,23.20
1951,7,31,0.00,2.77,4.28,0.04,23.50
1951,8,1,1.71,4.33,1.79,0.03,23.81
1951,8,2,0.00,7.55,4.16,0.03,23.82
1951,8,3,0.00,4.33,3.59,0.03,24.13
1951,8,4,3.41,2.57,1.00,0.02,24.40
1951,8,5,0.00,6.69,3.59,0.02,24.22
1951,8,6,0.00,2.40,3.76,0.02,24.50
1951,8,7,0.00,2.55,3.85,0.02,24.79
1951,8,8,0.98,2.84,0.86,0.02,25.10
1951,8,9,0.00,3.21,3.77,0.01,25.09
1951,8,10,0.00,4.35,3.70,0.01,25.40
1951,8,11,0.00,0.51,3.63,0.01,25.71
1951,8,12,14.39,1.08,5.00,0.01,26.03
1951,8,13,0.24,2.08,3.27,0.01,25.24
1951,8,14,0.00,1.52,3.69,0.01,25.49
1951,8,15,11.22,2.24,5.00,0.01,25.80
1951,8,16,7.32,6.21,2.90,0.01,25.28
1951,8,17,1.22,1.68,2.79,0.01,24.92
1951,8,18,0.49,4.75,1.82,0.01,25.05
1951,8,19,0.00,0.76,3.53,0.01,25.16
1951,8,20,1.22,7.50,2.31,0.00,25.45
1951,8,21,0.24,3.97,3.09,0.00,25.54
1951,8,22,0.49,1.55,2.93,0.00,25.78
1951,8,23,0.00,3.63,2.47,0.00,25.99
1951,8,24,0.00,0.98,2.23,0.00,26.21
1951,8,25,0.00,0.32,2.95,0.00,26.40
1951,8,26,0.00,2.44,3.04,0.00,26.67
1951,8,27,0.00,1.96,3.05,0.00,26.95
1951,8,28,0.00,1.32,2.93,0.00,27.24
1951,8,29,0.00,2.06,3.07,0.00,27.52
1951,8,30,0.00,2.14,3.01,0.00,27.82
1951,8,31,0.00,0.14,3.02,0.00,28.12
1951,9,1,2.19,3.78,1.52,0.00,28.43
1951,9,2,0.98,2.61,0.60,0.00,28.36
1951,9,3,0.49,0.94,0.22,0.00,28.32
1951,9,4,0.49,4.24,1.80,0.00,28.30
1951,9,5,0.00,2.01,2.19,0.00,28.43
1951,9,6,5.12,0.11,3.70,0.00,28.66
1951,9,7,8.53,0.00,1.20,0.00,28.51
1951,9,8,9.02,0.00,3.10,0.00,27.77
1951,9,9,0.00,2.86,2.13,0.00,27.19
1951,9,10,0.00,1.57,2.23,0.00,27.40
1951,9,11,2.19,0.00,0.39,0.00,27.61
1951,9,12,0.00,1.75,2.44,0.00,27.44
1951,9,13,0.00,0.74,2.16,0.00,27.68
1951,9,14,1.22,3.00,1.60,0.00,27.89
1951,9,15,9.75,2.91,3.00,0.00,27.93
1951,9,16,0.00,3.29,2.02,0.00,27.27
1951,9,17,0.00,0.00,1.87,0.00,27.46
1951,9,18,0.00,2.14,1.79,0.00,27.65
1951,9,19,0.00,0.33,1.71,0.00,27.82
1951,9,20,0.00,0.00,1.93,0.00,27.99
1951,9,21,0.00,1.29,1.90,0.00,28.19
1951,9,22,0.00,3.59,1.70,0.00,28.38
1951,9,23,10.49,0.00,3.10,0.00,28.56
1951,9,24,0.00,2.30,1.47,0.00,27.81
1951,9,25,7.80,0.00,2.20,0.00,27.95
1951,9,26,5.61,1.44,2.10,0.00,27.40
1951,9,27,0.00,1.65,0.97,0.00,27.07
1951,9,28,0.00,0.00,1.60,0.00,27.16
1951,9,29,0.24,3.85,0.79,0.00,27.31
1951,9,30,0.00,0.00,1.07,0.00,27.37
1951,10,1,0.00,0.00,0.35,0.00,27.47
1951,10,2,0.00,0.22,1.29,0.00,27.50
1951,10,3,0.00,0.00,1.31,0.00,27.63
1951,10,4,0.00,1.96,1.56,0.00,27.76
1951,10,5,0.00,0.00,1.35,0.00,27.91
1951,10,6,0.00,0.00,1.47,0.00,28.05
1951,10,7,4.88,0.00,0.77,0.00,28.20
1951,10,8,10.73,1.69,0.51,0.00,27.78
1951,10,9,0.00,1.64,0.72,0.00,26.81
1951,10,10,0.00,3.79,0.75,0.00,26.88
1951,10,11,0.00,0.00,0.73,0.00,26.94
1951,10,12,0.73,0.00,0.52,0.00,27.01
1951,10,13,0.00,0.00,0.59,0.00,26.99
1951,10,14,0.00,3.13,0.62,0.00,27.05
1951,10,15,0.00,2.21,0.65,0.00,27.11
1951,10,16,0.00,4.65,0.72,0.00,27.17
1951,10,17,0.00,1.76,0.74,0.00,27.24
1951,10,18,0.00,0.00,0.67,0.00,27.31
1951,10,19,0.00,0.60,0.61,0.00,27.37
1951,10,20,0.00,1.66,0.47,0.00,27.43
1951,10,21,0.00,2.57,0.38,0.00,27.48
1951,10,22,0.00,1.01,0.30,0.00,27.51
1951,10,23,0.00,0.00,0.35,0.00,27.54
1951,10,24,0.00,1.56,0.44,0.00,27.58
1951,10,25,5.85,0.00,0.62,0.00,27.62
1951,10,26,0.24,0.00,0.10,0.00,27.12
1951,10,27,0.49,4.22,0.48,0.00,27.10
1951,10,28,0.98,0.35,0.28,0.00,27.10
1951,10,29,0.49,0.00,0.26,0.00,27.04
1951,10,30,0.00,0.00,0.17,0.00,27.02
1951,10,31,0.00,2.94,0.12,0.00,27.03
1951,11,1,7.32,2.01,0.27,0.00,27.04
1951,11,2,1.71,4.25,0.12,0.00,26.40
1951,11,3,0.30,0.00,0.00,0.00,26.26
1951,11,4,0.00,3.36,0.07,0.00,26.23
1951,11,5,0.00,1.89,0.07,0.00,26.24
1951,11,6,0.00,3.07,0.05,0.00,26.24
1951,11,7,0.00,3.27,0.06,0.00,26.25
1951,11,8,9.48,2.54,0.12,0.00,26.25
1951,11,9,3.63,2.92,0.07,0.00,25.45
1951,11,10,6.63,2.83,0.08,0.00,25.16
1951,11,11,19.21,2.31,0.09,0.10,24.64
1951,11,12,0.00,4.66,0.04,0.01,23.24
1951,11,13,0.00,1.10,0.04,0.00,23.25
1951,11,14,0.00,0.55,0.05,0.00,23.25
1951,11,15,7.07,5.84,0.05,0.00,23.25
1951,11,16,4.63,4.84,0.04,0.00,22.78
1951,11,17,9.75,2.88,0.03,0.01,22.48
1951,11,18,0.92,3.30,0.02,0.00,21.86
1951,11,19,0.00,2.95,0.02,0.00,21.81
1951,11,20,0.00,0.00,0.01,0.00,21.81
1951,11,21,0.00,9.48,0.01,0.00,21.81
1951,11,22,0.00,3.95,0.01,0.00,21.81
1951,11,23,7.62,0.00,0.03,0.01,21.81
1951,11,24,11.70,0.56,0.02,0.49,21.36
1951,11,25,0.00,3.59,0.01,0.28,20.72
1951,11,26,7.32,5.65,0.02,1.12,20.74
1951,11,27,0.00,4.01,0.01,0.90,20.41
1951,11,28,0.00,4.26,0.00,0.79,20.45
1951,11,29,0.49,5.47,0.01,0.76,20.50
1951,11,30,0.00,6.26,0.01,0.68,20.51
1951,12,1,0.00,5.46,0.01,0.62,20.55
1951,12,2,0.00,3.23,0.01,0.55,20.58
1951,12,3,0.00,4.82,0.02,0.50,20.61
1951,12,4,0.00,4.59,0.02,0.45,20.64
1951,12,5,15.61,6.92,0.02,3.31,20.67
1951,12,6,4.39,1.76,0.02,2.32,20.02
1951,12,7,0.00,6.92,0.03,1.93,19.91
1951,12,8,1.22,3.00,0.02,1.84,20.01
1951,12,9,10.49,0.95,0.02,3.19,20.04
1951,12,10,0.00,6.11,0.01,2.49,19.68
1951,12,11,0.00,5.49,0.00,2.19,19.80
1951,12,12,0.73,7.55,0.02,2.03,19.91
1951,12,13,0.00,10.77,0.00,1.83,19.98
1951,12,14,0.00,10.71,0.00,1.65,20.07
1951,12,15,5.85,5.68,0.00,2.14,20.16
1951,12,16,0.00,4.77,0.00,1.89,19.97
1951,12,17,0.00,9.80,0.00,1.69,20.06
1951,12,18,0.00,7.87,0.00,1.52,20.15
1951,12,19,0.00,5.90,0.00,1.37,20.23
1951,12,20,0.00,6.23,0.00,1.23,20.30
1951,12,21,1.68,9.44,0.00,1.28,20.37
1951,12,22,0.00,7.43,0.00,1.16,20.35
1951,12,23,0.00,8.18,0.01,1.04,20.41
1951,12,24,0.00,7.46,0.01,0.94,20.46
1951,12,25,0.00,7.50,0.00,0.84,20.51
1951,12,26,0.00,11.73,0.00,0.76,20.56
1951,12,27,0.00,8.39,0.01,0.68,20.60
1951,12,28,0.00,9.31,0.00,0.61,20.64
1951,12,29,0.00,10.71,0.00,0.55,20.67
1951,12,30,2.06,6.98,0.01,0.71,20.70
1951,12,31,18.88,8.32,0.02,4.63,20.63
1952,1,1,0.35,10.55,0.01,2.45,19.88
1952,1,2,9.21,9.44,0.01,3.22,19.99
1952,1,3,0.00,9.11,0.02,2.61,19.69
1952,1,4,0.00,9.42,0.00,2.31,19.82
1952,1,5,0.00,11.71,0.00,2.07,19.93
1952,1,6,0.00,10.71,0.01,1.87,20.04
1952,1,7,0.00,11.05,0.00,1.68,20.14
1952,1,8,0.00,11.04,0.01,1.51,20.23
1952,1,9,0.00,11.47,0.01,1.36,20.31
1952,1,10,2.98,10.55,0.02,1.53,20.38
1952,1,11,0.00,12.38,0.01,1.38,20.30
1952,1,12,0.00,12.31,0.01,1.24,20.38
1952,1,13,0.00,7.54,0.01,1.11,20.44
1952,1,14,5.24,12.84,0.02,1.57,20.50
1952,1,15,5.69,11.08,0.03,2.02,20.31
1952,1,16,0.00,10.38,0.03,1.78,20.12
1952,1,17,0.00,11.75,0.02,1.60,20.21
1952,1,18,15.12,16.20,0.02,4.20,20.30
1952,1,19,0.00,13.39,0.02,2.75,19.74
1952,1,20,3.90,13.88,0.02,2.73,19.88
1952,1,21,0.00,11.98,0.02,2.44,19.82
1952,1,22,0.00,11.09,0.01,2.20,19.94
1952,1,23,1.71,10.29,0.03,2.15,20.06
1952,1,24,0.00,16.41,0.02,1.93,20.08
1952,1,25,0.00,14.44,0.01,1.74,20.18
1952,1,26,0.00,13.61,0.03,1.57,20.27
1952,1,27,23.65,13.02,0.04,7.19,20.36
1952,1,28,0.00,13.16,0.03,3.59,19.52
1952,1,29,0.00,13.99,0.02,2.84,19.70
1952,1,30,0.00,15.61,0.01,2.50,19.84
1952,1,31,0.00,16.71,0.02,2.25,19.97
1952,2,1,0.29,14.57,0.04,2.04,20.09
1952,2,2,4.10,14.41,0.06,2.26,20.18
1952,2,3,0.00,14.67,0.04,2.03,20.09
1952,2,4,8.29,16.06,0.05,2.89,20.20
1952,2,5,0.49,15.93,0.05,2.47,19.92
1952,2,6,1.22,17.13,0.05,2.32,20.02
1952,2,7,0.00,14.65,0.04,2.09,20.08
1952,2,8,0.00,16.67,0.05,1.88,20.19
1952,2,9,0.98,13.82,0.05,1.78,20.29
1952,2,10,0.00,16.76,0.05,1.60,20.34
1952,2,11,0.00,18.95,0.05,1.44,20.43
1952,2,12,0.00,18.01,0.06,1.30,20.51
1952,2,13,0.00,16.46,0.04,1.17,20.58
1952,2,14,0.00,13.48,0.03,1.05,20.65
1952,2,15,0.00,19.14,0.04,0.94,20.70
1952,2,16,0.00,18.36,0.06,0.85,20.76
1952,2,17,20.80,19.11,0.08,5.36,20.81
1952,2,18,0.00,17.31,0.05,2.69,19.99
1952,2,19,0.00,17.12,0.06,2.12,20.13
1952,2,20,0.00,19.79,0.06,1.87,20.25
1952,2,21,0.00,13.41,0.07,1.68,20.35
1952,2,22,0.00,17.41,0.06,1.52,20.44
1952,2,23,0.00,17.25,0.06,1.36,20.53
1952,2,24,0.00,16.63,0.08,1.23,20.60
1952,2,25,5.55,17.63,0.06,1.66,20.68
1952,2,26,0.00,20.55,0.09,1.47,20.47
1952,2,27,0.00,20.19,0.10,1.32,20.55
1952,2,28,0.00,21.71,0.11,1.19,20.63
1952,2,29,0.00,20.58,0.10,1.07,20.70
1952,3,1,0.00,17.92,0.10,0.96,20.76
1952,3,2,0.00,18.24,0.09,0.87,20.82
1952,3,3,0.00,19.07,0.07,0.78,20.88
1952,3,4,5.37,17.14,0.04,1.21,20.92
1952,3,5,10.43,19.86,0.05,2.56,20.70
1952,3,6,0.00,15.72,0.08,1.95,20.27
1952,3,7,0.00,19.24,0.03,1.71,20.38
1952,3,8,1.98,17.24,0.06,1.72,20.48
1952,3,9,0.00,14.99,0.10,1.55,20.46
1952,3,10,0.24,19.51,0.06,1.40,20.55
1952,3,11,17.56,24.42,0.15,4.75,20.62
1952,3,12,0.49,21.92,0.18,2.86,19.95
1952,3,13,0.00,21.56,0.15,2.37,20.08
1952,3,14,0.00,19.89,0.12,2.11,20.21
1952,3,15,0.00,19.15,0.09,1.90,20.33
1952,3,16,0.00,20.11,0.12,1.71,20.44
1952,3,17,0.00,21.22,0.03,1.54,20.54
1952,3,18,0.00,22.51,0.05,1.38,20.62
1952,3,19,6.58,17.03,0.12,1.93,20.70
1952,3,20,4.63,18.56,0.06,2.16,20.45
1952,3,21,0.73,22.37,0.23,1.98,20.33
1952,3,22,0.00,20.47,0.25,1.78,20.40
1952,3,23,4.39,21.29,0.09,2.03,20.51
1952,3,24,0.00,19.02,0.20,1.83,20.39
1952,3,25,0.00,23.04,0.16,1.64,20.50
1952,3,26,0.00,20.32,0.24,1.48,20.60
1952,3,27,0.00,19.06,0.27,1.33,20.69
1952,3,28,0.24,19.78,0.20,1.20,20.78
1952,3,29,0.00,22.59,0.18,1.08,20.84
1952,3,30,0.00,24.13,0.22,0.97,20.91
1952,3,31,0.00,20.18,0.17,0.87,20.98
1952,4,1,2.44,22.24,0.34,0.87,21.04
1952,4,2,1.22,19.76,0.30,0.88,20.97
1952,4,3,3.66,18.27,0.31,1.14,20.97
1952,4,4,2.68,19.40,0.15,1.29,20.84
1952,4,5,4.15,19.01,0.16,1.58,20.78
1952,4,6,10.00,21.78,0.31,2.78,20.64
1952,4,7,0.49,19.56,0.06,2.24,20.27
1952,4,8,1.71,21.52,0.01,2.16,20.37
1952,4,9,0.00,18.29,0.16,1.93,20.39
1952,4,10,0.00,16.31,0.32,1.74,20.51
1952,4,11,5.12,18.10,0.35,2.03,20.62
1952,4,12,0.00,20.20,0.21,1.82,20.47
1952,4,13,7.56,21.00,0.15,2.52,20.58
1952,4,14,4.88,18.90,0.17,2.65,20.32
1952,4,15,9.27,19.52,0.39,3.55,20.21
1952,4,16,0.00,21.25,0.18,2.96,19.93
1952,4,17,0.00,22.96,0.35,2.64,20.10
1952,4,18,0.00,21.27,0.36,2.37,20.25
1952,4,19,0.00,21.35,0.43,2.13,20.39
1952,4,20,0.00,19.40,0.38,1.92,20.53
1952,4,21,0.00,20.61,0.42,1.73,20.66
1952,4,22,0.00,19.39,0.41,1.55,20.77
1952,4,23,6.10,20.45,0.50,1.76,20.88
1952,4,24,0.00,20.50,0.23,1.56,20.67
1952,4,25,0.49,20.73,0.36,1.40,20.77
1952,4,26,0.00,16.54,0.10,1.26,20.84
1952,4,27,0.00,20.60,0.43,1.13,20.92
1952,4,28,0.00,17.30,0.46,1.02,21.00
1952,4,29,0.73,19.85,0.40,0.92,21.09
1952,4,30,0.00,23.40,0.46,0.83,21.12
1952,5,1,0.00,18.82,0.47,0.74,21.20
1952,5,2,0.00,16.15,0.50,0.67,21.27
1952,5,3,0.00,22.17,0.62,0.60,21.33
1952,5,4,0.00,17.67,0.71,0.54,21.40
1952,5,5,0.00,19.56,0.85,0.49,21.48
1952,5,6,0.00,19.20,0.89,0.44,21.56
1952,5,7,0.00,18.02,1.17,0.40,21.64
1952,5,8,0.00,16.25,0.96,0.36,21.73
1952,5,9,0.00,19.68,1.17,0.32,21.81
1952,5,10,0.00,21.10,1.39,0.29,21.90
1952,5,11,3.66,15.60,1.15,0.26,22.01
1952,5,12,34.38,18.71,1.09,7.76,21.87
1952,5,13,3.90,19.16,0.58,3.20,20.41
1952,5,14,0.73,18.20,0.53,2.31,20.40
1952,5,15,2.44,18.18,1.68,2.04,20.52
1952,5,16,1.22,17.41,0.62,1.83,20.58
1952,5,17,0.00,16.82,1.84,1.65,20.65
1952,5,18,4.63,19.18,1.89,1.53,20.84
1952,5,19,0.00,14.78,2.34,1.38,20.78
1952,5,20,0.24,15.23,2.17,1.24,20.98
1952,5,21,26.82,18.41,0.31,7.29,21.17
1952,5,22,0.98,18.07,0.97,3.23,20.12
1952,5,23,0.00,16.72,2.78,2.45,20.28
1952,5,24,0.00,15.18,2.85,2.14,20.56
1952,5,25,17.07,19.33,1.80,4.02,20.84
1952,5,26,14.63,16.07,1.86,4.58,20.23
1952,5,27,0.00,17.12,3.18,3.53,19.81
1952,5,28,0.00,16.97,3.24,3.09,20.15
1952,5,29,2.44,14.71,0.84,2.77,20.49
1952,5,30,0.00,13.74,3.38,2.50,20.55
1952,5,31,0.24,17.20,3.19,2.25,20.87
1952,6,1,0.73,13.80,1.86,2.02,21.17
1952,6,2,0.73,14.14,2.83,1.82,21.35
1952,6,3,0.00,11.29,3.59,1.64,21.58
1952,6,4,3.41,13.00,0.41,1.47,21.90
1952,6,5,0.49,16.50,2.37,1.33,21.81
1952,6,6,0.24,13.68,3.53,1.19,22.00
1952,6,7,0.00,13.82,3.79,1.07,22.28
1952,6,8,0.00,14.38,3.81,0.97,22.60
1952,6,9,4.39,14.00,4.50,0.87,22.92
1952,6,10,5.12,14.67,4.60,0.78,22.98
1952,6,11,0.00,11.84,4.01,0.71,23.00
1952,6,12,0.00,15.75,1.70,0.63,23.32
1952,6,13,0.00,12.84,4.07,0.57,23.49
1952,6,14,0.00,11.48,4.08,0.51,23.82
1952,6,15,0.00,13.95,4.00,0.46,24.16
1952,6,16,0.00,10.41,3.92,0.42,24.50
1952,6,17,0.00,10.02,3.84,0.37,24.84
1952,6,18,0.98,9.66,3.01,0.34,25.17
1952,6,19,0.00,13.76,3.71,0.30,25.37
1952,6,20,2.19,8.59,1.98,0.27,25.70
1952,6,21,0.00,12.53,3.17,0.25,25.71
1952,6,22,0.00,12.18,0.61,0.22,26.00
1952,6,23,0.00,10.41,0.85,0.20,26.07
1952,6,24,0.00,9.32,0.92,0.18,26.17
1952,6,25,0.00,9.31,3.49,0.16,26.26
1952,6,26,0.00,13.05,3.43,0.15,26.59
1952,6,27,0.00,9.35,3.36,0.13,26.92
1952,6,28,0.00,8.87,3.29,0.12,27.25
1952,6,29,0.00,9.07,3.23,0.11,27.57
1952,6,30,15.36,10.27,5.00,0.10,27.90
1952,7,1,0.00,11.27,3.38,0.09,26.92
1952,7,2,0.00,9.87,3.31,0.08,27.24
1952,7,3,0.00,11.35,3.25,0.07,27.57
1952,7,4,1.22,7.20,2.38,0.06,27.90
1952,7,5,0.00,9.93,3.14,0.06,28.02
1952,7,6,0.00,11.58,3.08,0.05,28.34
1952,7,7,0.00,7.08,3.02,0.05,28.67
1952,7,8,0.00,9.20,2.96,0.04,29.00
1952,7,9,28.04,8.15,4.30,0.09,29.32
1952,7,10,78.52,4.70,5.00,6.06,26.93
1952,7,11,0.00,11.73,3.99,0.84,21.85
1952,7,12,0.00,6.78,4.67,0.12,22.14
1952,7,13,0.00,7.70,4.57,0.02,22.45
1952,7,14,0.00,7.06,4.49,0.02,22.75
1952,7,15,0.00,6.91,4.40,0.02,23.05
1952,7,16,0.00,7.70,4.31,0.02,23.36
1952,7,17,0.00,8.75,4.23,0.02,23.67
1952,7,18,0.00,5.83,4.15,0.01,23.97
1952,7,19,0.00,4.65,4.07,0.01,24.28
1952,7,20,0.00,9.20,3.99,0.01,24.60
1952,7,21,13.66,6.33,5.00,0.01,24.91
1952,7,22,7.80,7.08,5.00,0.01,24.24
1952,7,23,0.00,6.94,4.15,0.01,24.03
1952,7,24,0.24,5.60,3.87,0.01,24.35
1952,7,25,0.00,5.96,3.99,0.01,24.62
1952,7,26,0.00,6.88,3.61,0.01,24.94
1952,7,27,6.58,6.14,5.00,0.01,25.23
1952,7,28,0.00,3.55,3.88,0.00,25.10
1952,7,29,0.73,3.35,2.85,0.00,25.42
1952,7,30,0.00,7.50,3.75,0.00,25.60
1952,7,31,0.00,2.85,3.53,0.00,25.92
1952,8,1,0.00,8.37,3.61,0.00,26.23
1952,8,2,0.00,4.74,2.98,0.00,26.55
1952,8,3,0.00,5.78,3.48,0.00,26.82
1952,8,4,0.00,7.03,3.42,0.00,27.15
1952,8,5,22.68,2.11,4.60,0.02,27.47
1952,8,6,0.00,1.89,3.72,0.00,25.83
1952,8,7,0.00,1.25,3.43,0.00,26.15
1952,8,8,0.00,3.97,3.58,0.00,26.46
1952,8,9,0.00,4.42,3.51,0.00,26.78
1952,8,10,7.32,5.28,2.70,0.00,27.11
1952,8,11,0.00,4.56,2.98,0.00,26.68
1952,8,12,2.44,3.17,1.65,0.00,26.96
1952,8,13,8.53,0.00,1.80,0.00,26.88
1952,8,14,0.00,5.43,3.51,0.00,26.27
1952,8,15,0.00,2.84,3.31,0.00,26.59
1952,8,16,6.10,5.43,4.30,0.00,26.89
1952,8,17,11.70,3.10,4.50,0.00,26.73
1952,8,18,0.00,0.00,3.43,0.00,26.08
1952,8,19,0.00,1.72,3.15,0.00,26.39
1952,8,20,0.00,6.20,3.31,0.00,26.67
1952,8,21,0.00,3.87,3.18,0.00,26.97
1952,8,22,5.85,4.45,2.50,0.00,27.27
1952,8,23,0.00,0.00,2.63,0.00,26.96
1952,8,24,0.00,3.27,2.66,0.00,27.21
1952,8,25,0.00,4.55,2.82,0.00,27.46
1952,8,26,0.00,0.00,2.97,0.00,27.74
1952,8,27,0.00,0.00,3.18,0.00,28.03
1952,8,28,0.00,2.39,3.18,0.00,28.36
1952,8,29,0.00,0.00,2.69,0.00,28.69
1952,8,30,0.98,4.51,1.96,0.00,28.97
1952,8,31,0.00,0.42,1.40,0.00,29.08
1952,9,1,1.95,3.51,0.48,0.00,29.23
1952,9,2,0.49,0.09,1.28,0.00,29.07
1952,9,3,18.78,2.44,4.40,0.00,29.16
1952,9,4,0.00,0.00,2.12,0.00,27.67
1952,9,5,0.00,0.48,2.42,0.00,27.88
1952,9,6,0.00,0.00,2.51,0.00,28.12
1952,9,7,0.00,4.04,2.47,0.00,28.38
1952,9,8,0.00,0.00,1.94,0.00,28.64
1952,9,9,0.00,0.00,1.92,0.00,28.84
1952,9,10,0.00,2.81,2.01,0.00,29.05
1952,9,11,0.00,0.00,2.41,0.00,29.27
1952,9,12,0.00,1.12,2.49,0.00,29.54
1952,9,13,0.00,1.52,2.33,0.00,29.82
1952,9,14,0.00,0.00,2.29,0.00,30.08
1952,9,15,0.00,0.00,2.31,0.00,30.35
1952,9,16,26.82,1.68,2.20,0.05,30.63
1952,9,17,0.00,1.59,1.77,0.01,27.93
1952,9,18,0.00,0.00,1.30,0.00,28.11
1952,9,19,6.83,2.82,2.30,0.00,28.25
1952,9,20,0.00,0.00,1.40,0.00,27.79
1952,9,21,0.00,0.94,1.58,0.00,27.93
1952,9,22,5.85,1.51,2.10,0.00,28.09
1952,9,23,0.00,0.00,1.54,0.00,27.71
1952,9,24,0.00,0.92,1.59,0.00,27.87
1952,9,25,0.00,0.00,1.51,0.00,28.03
1952,9,26,0.00,0.00,1.50,0.00,28.18
1952,9,27,0.24,1.03,1.38,0.00,28.33
1952,9,28,0.00,0.00,1.28,0.00,28.45
1952,9,29,0.00,0.00,1.77,0.00,28.58
1952,9,30,0.00,0.00,1.69,0.00,28.77
1952,10,1,0.24,0.00,1.12,0.00,28.95
1952,10,2,3.41,0.00,2.11,0.00,29.05
1952,10,3,18.78,0.74,1.69,0.00,28.91
1952,10,4,2.44,4.61,0.89,0.00,27.18
1952,10,5,0.00,1.71,1.01,0.00,27.04
1952,10,6,8.78,1.96,0.97,0.00,27.13
1952,10,7,25.12,0.04,0.65,0.25,26.42
1952,10,8,0.24,0.00,0.62,0.03,24.41
1952,10,9,0.00,1.73,0.95,0.00,24.45
1952,10,10,0.00,0.00,0.98,0.00,24.52
1952,10,11,0.00,0.00,0.83,0.00,24.60
1952,10,12,0.00,0.21,0.80,0.00,24.66
1952,10,13,0.00,0.00,0.56,0.00,24.72
1952,10,14,0.00,0.00,0.99,0.00,24.77
1952,10,15,0.00,0.00,0.84,0.00,24.84
1952,10,16,5.85,1.31,1.09,0.00,24.91
1952,10,17,0.00,0.46,0.60,0.00,24.54
1952,10,18,0.00,0.00,0.50,0.00,24.58
1952,10,19,0.73,4.02,0.42,0.00,24.62
1952,10,20,2.19,2.93,0.55,0.00,24.60
1952,10,21,3.17,0.00,0.25,0.00,24.47
1952,10,22,0.00,1.19,0.36,0.00,24.25
1952,10,23,0.00,0.00,0.50,0.00,24.28
1952,10,24,0.00,0.33,0.48,0.00,24.31
1952,10,25,0.00,3.24,0.42,0.00,24.35
1952,10,26,0.00,3.52,0.26,0.00,24.38
1952,10,27,0.00,0.34,0.26,0.00,24.40
1952,10,28,0.24,1.07,0.15,0.00,24.42
